word,success,wrong_guesses,repeated_guesses,num_steps,guesses_seq
preponderation,1,3,0,13,s a t i n e r d l c p o
overjob,0,6,0,10,a s e r i o l n m
agelacrinitidae,1,4,0,15,s a l n t r i c b m p d g e
gaelicist,0,6,0,14,s e r t c m n p a d l i b
enaliosaur,1,5,0,15,s i t o p c e r n a l b g u
pandurated,1,5,0,14,s a l r c n t e d p o i u
breme,0,6,0,9,a s e r c n g p
trochanter,0,6,0,13,s a t e r i o n u l m p
unyouthful,0,6,0,13,s a e o n u l r t i h c
telekinesis,0,6,0,13,s p i n e r d t l m c x
rheumaticky,1,5,0,17,s a n t i c l o h e r d u k y m
inexpressively,0,6,0,16,s a t p e r c n i d l y v m o
danielle,0,6,0,12,a n e t s r d l g c v
sokoki,0,6,0,10,a s e t i h o r n
louvered,0,6,0,11,a s e r t d u p c m
gup,0,6,0,8,a u n s m l b
overtumble,0,6,0,11,s a e r i o d t h y
despotic,1,5,0,14,a s e t i c d r h u o m p
elodea,0,6,0,9,a s c p r i e n
explosion,0,6,0,12,s i n o r p c a u h t
sporangidium,1,5,0,17,s t e i a n c o d l m r g h p u
ungoatlike,0,6,0,15,s a n e t i g r l u v c d z
pennate,1,2,0,8,a t e r s n p
nonreciprocal,0,6,0,14,s a l c h o n e t i d g v
lymphomyxoma,0,6,0,11,s a p r h e i o n u
treatee,1,1,0,6,a t e h r
superobjection,0,6,0,17,s t i n a e r o u l m p c g d v
marsoon,0,6,0,12,a l n t r o c m i e d
sponged,0,6,0,11,a s e r t n i c d h
electroculture,0,6,0,13,s a p c o h e t i r u n
unperfectly,0,6,0,13,s a e r n t i o h u y d
cardiomelanosis,1,2,0,14,s p o r a n i m e c t d l
zooplastic,0,6,0,13,s i c t a p r u h m d b
machairodontinae,1,4,0,16,s a l n t r i e o c h p m g d
unadvantageous,0,6,0,13,s e r a n t l c d m i p
edentate,1,1,0,7,a t e r n d
syllepsis,0,6,0,10,s i e t h u c o a
komati,0,6,0,11,a t e i m s p c u d
deaminase,0,6,0,13,s e r d a m i b c f g h
orgiast,0,6,0,10,a t s c u b f p m
rustless,0,6,0,12,a s e t l u g b c d f
soliterraneous,1,4,0,15,s e r t i a n c m l d p o u
eburna,0,6,0,11,a s c p r i n u t m
asperges,0,6,0,11,a n t l r o e s h m
subjectlike,0,6,0,15,s t e i h c u n l r m p b v
vanadiate,0,6,0,12,s a l r n t i e c m p
devadasi,0,6,0,10,a t r s u p c i m
combinableness,1,3,0,14,s e a n l t c o r u m i b
semiarid,1,5,0,13,a l r e i n c s t o d m
immanacle,0,6,0,13,s a n l e b p c u t m o
dermaskeleton,1,4,0,16,s t e r i a o n m p d l h c k
formful,0,6,0,11,a s e u n l t o r i
microdentous,1,5,0,17,s a e n i o c t r m u l v p g d
exallotriote,0,6,0,14,s a t i e n l r c o m d p
anamnestic,1,5,0,14,s i c t a l n e u r g d m
anopluriform,0,6,0,16,s a t l o n e i r c y u m p d
unpricked,0,6,0,12,s a e r o n i d l t g
gazzetta,0,6,0,9,a r l n t c s b
carangidae,1,3,0,12,s a n t l e i c r d g
beegerite,0,6,0,11,s a e r i n t d p m
unenwoven,0,6,0,9,s a e r n t i g
keerogue,0,6,0,10,a s e r i o n p m
hydrometallurgical,1,5,0,20,s a t l e i o p c y n m u r d h b v g
subtrigonal,0,6,0,16,s t e a i n c l o h u r d p z
jailbird,0,6,0,10,a n l e i c s t o
myodynamiometer,0,6,0,15,s a t e r c n l p b m i o u
regulus,0,6,0,10,a s u l t m p b c
memorableness,1,4,0,14,s e n r a l d b p v t m o
selvagee,0,6,0,10,a l e t n r p m d
ninnyish,0,6,0,11,a s e i t n h d g c
proirrigation,0,6,0,14,s a t i n c o p l d r m z
proletarianism,1,2,0,14,s e t i a p h o l c m r n
elicitor,1,5,0,13,a s e r n t c o u d l i
hippoid,0,6,0,8,a s e u i n c
lecturer,0,6,0,9,a s e r n p f d
automacy,0,6,0,13,a t i e r o m u b c h k
brushland,0,6,0,12,s e a r c l t n i o g
chilean,0,6,0,12,a n s m i p c d b e t
sekani,0,6,0,11,a t n e d g h z i r
coyoting,0,6,0,11,a s e i n g u c h l
wilsomeness,0,6,0,13,s e i t h c p m r n o d
zygophyllaceous,0,6,0,17,s e r c a t n p h i o u y l m d
bar,0,6,0,9,a l t r m j p c
astray,0,6,0,11,a l n r c f t s b m
jisheng,0,6,0,13,a s e r n p c t i g h m
peripateticate,1,1,0,9,s a t i e c r p
dulcification,1,4,0,15,s a t i n c o u r d l v m f
undetractingly,1,1,0,14,s a n t e i g r l y u d c
umbrosity,0,6,0,13,s i n a t e o r h p u l
measly,1,5,0,12,a r s t h e l i y p m
simulant,0,6,0,13,a t s i n l b c o d p v
annueler,0,6,0,12,a n e r t d g l c s v
sparch,0,6,0,12,a r i e s y c o h t m
imperformable,0,6,0,16,s a l e r i o n c t d m b p h
opianic,1,4,0,11,a t n c s i p m u o
eumeromorphic,1,5,0,15,s a c t o n p h u r l m e i
releasable,0,6,0,12,s e a n t l p b m d c
grammarless,0,6,0,13,s e a t l n c r b p m u
altruism,0,6,0,13,a n t e i o s h r c u p
tamanowus,0,6,0,11,s a l r c t n e i g
underlife,0,6,0,14,s a e r i n t d u v m f o
chiromys,0,6,0,12,a s u e i n r o p c l
visualizer,0,6,0,12,s t i e r c h p m u n
taxidea,0,6,0,9,a l n t r b g c
strawwork,0,6,0,12,s t e i r a n l o c m
nonblameless,0,6,0,11,s e a r t p c u m d
umber,0,6,0,10,a s e r p i o u g
oasal,0,6,0,9,a n l r c b d t
rebenediction,0,6,0,15,s a c o n e r h t d i l m v
erigeron,0,6,0,12,a s e r i o n t v c d
usableness,0,6,0,10,s e t i u h c m p
almoravides,0,6,0,16,s a n r c l e i y o t d m b g
blaugas,0,6,0,11,a n r t c m l s b p
prehydration,0,6,0,16,s a t i n o c e r d l p m x u
misalter,1,4,0,13,a t e r s p c u m i n l
obvolve,0,6,0,8,a s e p c i r
tithymalopsis,1,5,0,16,s i n o c t e r a h y l u p m
parametrical,1,2,0,12,s a r t n l e i c p m
istiophorid,0,6,0,12,s t e o n r i c l m a
metastyle,1,5,0,13,s t e i o a r h y p m l
ipsilateral,1,3,0,12,s t e u r i a n l o p
tracheate,1,4,0,11,s a t i e l n r c h
lakemanship,0,6,0,16,s t e r i n c a l o d m p h b
haemoconcentration,1,5,0,16,s a l n t e r i d c o m p b h
nonpromulgation,0,6,0,14,s a n t i o p r b c d e f
ruling,0,6,0,12,a s e u n t i g l q c
saltimbankery,0,6,0,18,s t e i n c r a o d l m y g p b v
structural,0,6,0,12,s t e i o a r n l y m
accendibility,0,6,0,16,s a t i e r n l o c h y d v m
niphablepsia,1,5,0,15,s i n c t a l e o d r p h b
eagerness,0,6,0,12,s e r n d l t a c m b
railbird,0,6,0,10,a n l e i c s t o
pewless,0,6,0,11,a s e n r l p g d b
zati,0,6,0,10,a t e i h y p c m
tibet,0,6,0,10,a s e r n d t b c
channelize,0,6,0,14,s a t n e r p c d l i h v
amorphotae,0,6,0,12,s a l n e t r i o y c
dynagraph,0,6,0,12,s a r t n l c p h u m
runefolk,0,6,0,13,a s e r i o l y t u n d
oatbin,0,6,0,11,a l n r t e i h c p
dogwatch,0,6,0,11,a l r t e i h c u s
lymphoprotease,0,6,0,16,s e a c p h r i o u m t d b g
patchword,0,6,0,14,s a n l t e i o h c r p k
proscenium,1,5,0,16,s t e r n i c a o d l p v m u
northupite,0,6,0,14,s a e p i l c t r o h m y
vaginoabdominal,0,6,0,14,s a l n t r c b i e o m p
unstock,0,6,0,12,a s e i u n t f o r l
myriameter,0,6,0,11,s a n r l t c p e u
gelatiniferous,0,6,0,17,s e r o n a t i c d p v l u m z
sublong,0,6,0,9,a s e i t o p c
capability,1,4,0,13,s a t i e y l p r c n b
schorlaceous,1,5,0,15,s e i t a l o u c h p b g r
dilation,1,4,0,12,a t e i n c s o m d l
hayz,0,6,0,8,a t n l r c b
magnanimity,0,6,0,11,s a t l r n e i o h
neuropteron,0,6,0,13,s a e r i o n u l m p h
isoemodin,0,6,0,13,s t i c n e r d l a m h
percurrent,0,6,0,11,s a e r o i n t m y
teca,0,6,0,10,a p u s t i o e d
benzalacetone,0,6,0,14,s a l t i e r n c o p d g
cadet,0,6,0,10,a l n r t p c s b
taintproof,0,6,0,14,s a t i e o r n u l m p c
illegitimatize,0,6,0,12,s a t i n c o l e r d
antinomy,0,6,0,13,a n e t i g o r u l m p
orchidalgia,0,6,0,15,s a r e t i n l o c h d v y
reassessment,1,1,0,9,s e r n t h m a
palearctic,1,2,0,11,s a n r t i c l p e
sketchily,1,5,0,15,s t e i n a o c l y h m p k
communicableness,1,2,0,14,s e n a c t l o r u m i b
realest,0,6,0,12,a l e s t p m d c h v
sialozemia,0,6,0,14,s t e r n a l i y o d m v
alfilerillo,0,6,0,13,s a t l i e r f b c d g
rachialgia,0,6,0,13,s a l e i t n r c h o d
popadam,0,6,0,8,a n l s r w t
overfed,0,6,0,9,a s e r t p b n
subcontinent,1,4,0,14,s t e i c o n h u r a l b
chili,0,6,0,8,a s e u o i p
cloddily,0,6,0,12,a s e i n t c o l y g
unchristianized,0,6,0,16,s t i n c o a h l d r p m v g
cumbu,0,6,0,8,a s e u n l r
grandniece,0,6,0,12,s a t n e p c u d m b
unilabiate,1,2,0,11,s a n t i e r l u b
unclamp,0,6,0,12,a t r l n c e s b m i
printerdom,1,5,0,15,s a e r i o n u t p l m c d
seton,0,6,0,11,a s e r l n w d t i
advantage,0,6,0,10,s a l n t r c b m
megalomelia,0,6,0,11,s a r n c t l e i y
unciliated,1,3,0,13,s a l e r n t i d u g c
yucateco,0,6,0,13,a t e r m c o i s p u q
pratincole,1,1,0,12,s a t e i c o p r n l
glossographer,0,6,0,15,s a t c l n i e r p h u o b
vives,0,6,0,9,a s u e p m c r
charruas,0,6,0,12,a n r t l s p c h i e
peritoneum,1,5,0,15,s a e r i n c t d l m o p u
verpa,0,6,0,9,a s u p t d w c
cylindroid,0,6,0,10,s a e o r p t n u
carotinemia,1,2,0,12,s a r i o n t e m p c
perendinant,1,2,0,11,s a t c r e n i d p
bromhydric,0,6,0,11,s a e o r n i c u p
orthodomatic,1,5,0,15,s a l r o n t i c m h p g d
pretervection,1,4,0,14,s a c o n i t e r p m d v
telemeter,1,4,0,10,s a e r n d t l m
thowel,0,6,0,9,a s e r n d t i
cuticula,0,6,0,12,a s c r o h e i t u n
hyalophagia,0,6,0,12,s a t l e i o n r p c
fedora,0,6,0,11,a s c p r u e n d t
dodecanesian,0,6,0,12,s t e r p c a l n u m
microglossia,1,5,0,15,s e o p l a c m i h r u b g
unhoned,0,6,0,12,a s e r n d i o u b t
locutory,0,6,0,10,a s e i o n r t b
fernbird,0,6,0,10,a s e r o i t y m
prediscoverer,1,5,0,15,s t e r n i p h c o l d m v
undestroyable,0,6,0,18,s t i e a r n l o g u d m b p c v
clathrate,1,3,0,11,s a t i e r p c h l
nephrocoele,1,5,0,14,s a e r o n d l t m c p h
neognathae,0,6,0,11,s a n t e r d l c m
alphabetizer,0,6,0,13,s a t n r l e i y o u d
multilaciniate,0,6,0,15,s a r t i e c p u n l q b f
chilicothe,0,6,0,12,s a e p i c o n r l u
anamorphoscope,0,6,0,15,s e t a l n c r o i m y d u
rhythmless,0,6,0,12,s e n r o a m d i y p
soleness,0,6,0,11,a s e o l b c d f g
cubomancy,0,6,0,11,s a l t n c o h e i
eczematous,0,6,0,15,s u a t o m r i p c h e k l
cacotheline,1,2,0,12,s a l e i r n t c h o
applicant,1,4,0,12,s a t n r c l b i m p
drivage,0,6,0,11,a t r e o p y i n l
newslessness,0,6,0,9,s t i e h p m c
rachitome,1,4,0,14,s a n l t e i c f r o h m
rawhead,0,6,0,10,a n l r d m t c s
dipsey,0,6,0,11,a s e r t l d i n c
epiboulangerite,0,6,0,18,s a t i n e c d r o l g p u z m f
mahdist,0,6,0,12,a l n t r s d i f p c
eileen,0,6,0,10,a s e r n d l b p
regild,0,6,0,11,a s e r n l i t m v
vesicocervical,0,6,0,15,s t e r i n c o a l p m d h
henotheistic,1,2,0,11,s t i c a e r n h o
sixpenny,0,6,0,11,a s e r n t i c o d
fifteenfold,0,6,0,12,s a e n u t c i g o r
sapucainha,0,6,0,12,s t e i c a n l r b g
campaign,0,6,0,12,a l r t n c s b m p d
shebat,0,6,0,11,a n l r s y t i e m
nonextraneous,1,4,0,14,s e n r d a l t c m o u x
questionee,1,3,0,12,s t e i c n p a u o q
batino,0,6,0,10,a l n g e c s b d
sibilatingly,0,6,0,15,s t e i n c a g r l y d v m
purposiveness,1,5,0,15,s e t i n u l r a o c v m p
contaminant,1,4,0,12,s a t n l c r b m o i
dinghee,0,6,0,8,a s e c p r u
dressmakery,0,6,0,13,s e t r i a o m y l n p
undertide,1,3,0,11,s a e r i n t v d u
cam,0,6,0,9,a l t r n m b h
expositionary,1,4,0,16,s t i c n e r a o d l m y p x
geomagnetist,0,6,0,14,s e r t i m a l n p d c h
hydrophyton,0,6,0,14,s a e c i p h o r y n t g
isosaccharin,1,4,0,13,s t i n e u h o a l r c
deathless,1,5,0,13,s e r n l a c v h b d t
bowenite,0,6,0,11,a s e r n i t l u p
untruck,0,6,0,10,a s e u n o r g l
crossfoot,0,6,0,12,s e a i t p c o h r m
geniolatry,0,6,0,16,s a l r o t i e m d y p n c h
antilabor,1,3,0,12,s a t r i c n l b e o
myxomycetales,0,6,0,14,s e c r n p a t u m i o b
unattuned,1,5,0,12,s a n c t e r d i o u
raash,0,6,0,10,a l n t r c s i e
genesiology,0,6,0,12,s t e i n c a o r m p
renunciator,1,3,0,13,s a l t e r c n o i g u
stimulus,0,6,0,11,a s e t i n c o l d
unusurping,0,6,0,12,s t e a i n o c g u l
incontinently,1,4,0,13,s a c e n t i o r h y l
recurse,0,6,0,10,a s t e r m n d l
submarshal,0,6,0,14,s i t e h o a l u n r m g
contemnibly,0,6,0,16,s a e r n t c i o l m b d f g
oppressor,1,1,0,7,s e p o n r
commencer,1,4,0,11,s a e r n c o u l m
inductively,1,4,0,15,s a e n t i c r d l y v o u
heterosporic,1,2,0,12,s e t r i n c h o m p
sabbathize,0,6,0,13,s t i e h p c u o a n l
awabakal,0,6,0,10,a l r t n c m b p
hercogamy,0,6,0,13,s a t r e o n l c m i p
palluites,0,6,0,14,s a n l e i c t p o d v y
unghostlike,0,6,0,16,s e t a i p c u n g r l o v d
obstructingly,1,3,0,16,s t i n e a o r g l y u p c b
maxillojugal,0,6,0,12,s a l e i y o n r m t
reproductive,1,4,0,15,s a e r i o n l u t c d v p
stereographically,1,3,0,17,s t e r a n l i c o y b p h u g
cacumination,1,5,0,14,s a n c t e i o h r u l m
mormonite,1,2,0,10,s a e i t r o m n
phobos,0,6,0,10,a s u i e o m p r
counterorator,1,4,0,13,s a l n t i e r p c o u
jumblement,0,6,0,14,s a e r n t m p u b l c d
jusquaboutist,0,6,0,11,s t i p c e u n l r
unconcertedness,1,3,0,13,s e n t i a g o u d c r
engrossingly,1,2,0,12,s e t r n i a o g l y
turniplike,0,6,0,14,s a e p o r i c t h n l v
polyphagic,0,6,0,15,s a l e i n o c y p r t h b
halfpenny,0,6,0,13,s a n e t l i o y u p c
scoter,1,3,0,10,a s e r t i h c o
shellum,0,6,0,10,a s e r t l d i y
zafree,0,6,0,10,a l n r e m t p c
orange,0,6,0,12,a r n i e t g p u c b
scrutation,1,3,0,13,s t a i n o u l e h c r
nonsolvency,0,6,0,12,s t e p c i o n r a h
lichenographer,0,6,0,16,s a t r p h e n c i g d m b f
pestilence,1,5,0,14,s t i n c a o h e v d p l
homalopsinae,0,6,0,15,s e i n p c t a l u m d b r
ermani,1,2,0,9,a t n e r g i m
mellisugent,0,6,0,15,s e r n t i c a m l h u p d
plugdrawer,0,6,0,12,s a l e r i y o t u n
homoplasis,1,2,0,11,s i a p o r h l n m
developability,0,6,0,15,s a t i e r n o h l m y d c
regreet,0,6,0,10,a s e n r d t p o
zygomycete,0,6,0,10,s a e r c o n p u
barrow,0,6,0,11,a l n r e o c w h y
papilioninae,0,6,0,11,s a l i n t r c b m
resident,0,6,0,13,a s e t i n d p m c h v
leptothrix,0,6,0,14,s a e r i c n t o d l p v
animalize,0,6,0,12,s a t r l e i n c v d
nonacosane,1,5,0,12,s i e t u a n l r c o
translucence,0,6,0,15,s t i e r a n h c u q o m p
pedological,1,3,0,13,s a l i o c g p e n r d
phototropism,1,4,0,13,s e t i a o p h c u m r
lory,0,6,0,10,a s e u o n r y t
monodynamism,0,6,0,13,s e t i m a o n r u l p
untaintedness,1,4,0,13,s e n d t i u r h o l a
congoleum,0,6,0,13,s a e r n c t d o l m i
orthosilicate,1,2,0,13,s t i e a r o n c h d l
flocculate,0,6,0,13,s a t e c o h u p m r b
nonsanctification,1,4,0,13,s t i c n a o d l v m f
incurability,1,5,0,16,s a t i l r e n o g h c y b u
sultan,1,4,0,11,a n s e i m l y u t
equilibrium,0,6,0,12,s a e r i l b z n c t
hath,1,2,0,6,a t e i h
xiphiidae,0,6,0,13,s a n l r t d i p h e z
ambay,0,6,0,8,a l n s r p t
chaetotactic,1,4,0,12,s a n l r t i c h e o
copter,0,6,0,11,a s e r p i c u h l
prejudicative,0,6,0,16,s a t i n c e r d l p m v o x
lindane,1,4,0,11,a t r l e i n g c d
gastrolatrous,0,6,0,12,s e t i a o r m n p c
vitelline,0,6,0,10,s a e r t n u p c
sulfarsenite,0,6,0,16,s e t r n i h c u l a y m o d
mesolabe,0,6,0,10,a t r l n s c p u
staphylomatous,0,6,0,14,s e i t o r n u a l c m b
unqualified,0,6,0,14,s a t n e d l i g o c u v
iridencleisis,0,6,0,14,s i n t c o a h e l d v m
zoolithic,0,6,0,10,s a e c p i n t u
jahvist,0,6,0,10,a l n t r s d c e
shucking,0,6,0,12,a s e i n t g o h r l
patronizable,1,4,0,16,s a l i c e n t r o b m p d z
reservor,0,6,0,11,a s e r i o c t m d
omniparent,0,6,0,15,s a t n e o i l c r u m d z
beaverette,0,6,0,11,s a t i e r l n p m
bugleweed,0,6,0,10,s a e d h p c u n
heptahedron,0,6,0,12,s a t n p l c r u b m
geniture,0,6,0,12,a s e r d t n o p i h
birminghamize,0,6,0,14,s a t r e c i n g l d m v
odeum,0,6,0,8,a s e r n l t
magnetometric,1,2,0,13,s a t i n e o c r m u g
hyloid,0,6,0,8,a s e u o n r
combfish,0,6,0,11,a s e i t h p o l n
unmended,0,6,0,11,a s e r n d t u g c
caravan,0,6,0,11,a n l r s c t m b p
napkining,0,6,0,10,s a n t e l i c r
unfrosty,0,6,0,14,a s e i o u n t r h y g c
corejoice,0,6,0,10,s a e r n c d t l
anchises,1,5,0,13,a n e s l t i g o d c h
bastardism,0,6,0,12,s i t a l n c r e h p
submissively,0,6,0,10,s c a t i n o e r
illegitimacy,0,6,0,13,s a t e r n i c o h l u
macronutrient,1,3,0,14,s a t c e i o n h r p m u
unexplainableness,0,6,0,16,s e n r t a l d c m u p b i o
subdeanery,0,6,0,13,s t e r i a o c m u n l
concurso,1,5,0,12,a s e i u t p c o n r
desmarestiaceous,1,4,0,16,s i n t c a l r o p u h m e d
undermoral,0,6,0,14,s a l c t p i e r o u n g
underbear,0,6,0,13,s a n t l d e r u m v i
struggle,0,6,0,12,a s e i t o r y m u n
perjuriousness,0,6,0,15,s e n t r a i o u p c m b d
gruelly,0,6,0,12,a s e r l y u c p t b
slavophobe,0,6,0,12,s t e i a c l n r b m
cyanoacetate,0,6,0,12,s a t r l n i e p c h
micropterus,1,2,0,13,s a u o p r h e c t m i
placean,0,6,0,11,a n l c i h b u r t
functionalism,1,5,0,17,s e t i a n c u o m r l q p b f
portraitlike,0,6,0,15,s a t e i p h r n o c v l d
pinacoceras,1,3,0,13,s a t n l c o h e p r i
sericiculturist,1,4,0,13,s e t r i n c o a h u l
statuecraft,0,6,0,14,s t i e r a n h c l u p x
uncaptained,1,3,0,13,s a t n e r d u i c l p
orgiastical,0,6,0,13,s e i c a t n l p u m d
multicipital,0,6,0,14,s a l i c p u n t q b f o
surfacely,0,6,0,14,s t e r a n l i y c o p m
chairless,0,6,0,14,s e a l r t p c h b g u d
enlodge,0,6,0,11,a s e n o r u l m p
gravimetrical,0,6,0,15,s a n l r t e i c p d v z u
sufferer,0,6,0,10,a s e r i k t h c
overdance,0,6,0,12,s a l t n c e r p u m
ko,0,6,0,8,a p u o h r d
gematrical,0,6,0,14,s a n l t i p c u r m d b
turbot,0,6,0,9,a s e u n l r i
apogon,0,6,0,9,a l n t r s d c
graphis,0,6,0,9,a l r t n c e b
holomyaria,0,6,0,12,s a r i c u e o n m p
phenanthroline,1,2,0,13,s a t i c n e r o p h l
patavinity,0,6,0,10,s a t i e r o h l
continuingly,0,6,0,15,s a e c o n t i g r l y d f
cholemia,1,5,0,14,a s c i o r n l e h d t m
blessedness,0,6,0,10,s t p c i e r n a
reaggregation,0,6,0,13,s a t i n r e l c b m p
unsharedness,0,6,0,14,s e n u a t h p v k l r o
leanness,1,2,0,8,a t l n e r s
disinsulation,1,5,0,15,s t i n e h o c p u l a m d
viosterol,0,6,0,14,s e r i t a o n m l p d h
configural,1,4,0,15,s a l c o n e i d t g r u f
reinvestigate,0,6,0,15,s t i n e c a d g p v m h b
indiction,1,3,0,10,s a e c o n i t d
unfasten,0,6,0,13,a t e r n s f b c d g h
anastomosis,1,3,0,11,s i a t e r o l n m
thatchy,0,6,0,9,a l r n s t i e
intercalate,1,2,0,11,s a t i e r n l m c
entrainment,0,6,0,13,s a t n e i r g d c v k
upend,0,6,0,10,a s e r n c p t i
gaslight,0,6,0,12,a n l e i t g b u r o
notewise,0,6,0,11,a s e r t n d l c m
butenyl,0,6,0,11,a s e r n t u i g o
philopatrian,1,2,0,12,s a l i t e n o p h r
daedalist,1,5,0,13,s e r t c a l i m p n d
littleleaf,0,6,0,12,s a l e i n t r c b m
leveret,0,6,0,10,a s e r d f n t p
oneism,0,6,0,10,a s t e c m p u d
aftercourse,0,6,0,15,s t i e r a o n p c u l x b
shoother,1,3,0,10,a s e r t i u h o
putrefiable,0,6,0,15,s a l e n p r h o i t d b m
fellingbird,0,6,0,14,s a e r o i n t d c g l p
zain,0,6,0,10,a t n i p h d w l
aberration,1,3,0,12,s a t i n r l c b e o
bellpull,0,6,0,9,a s e r n l i y
tzotzil,0,6,0,8,a s e u i c n
hartal,0,6,0,10,a n l r p b m c i
ricinolein,1,5,0,13,s a e r n i t g o l d c
exercitorial,0,6,0,15,s a l c e o r h t i n d m v
diastolic,0,6,0,13,s e a t i c d b f g h j
steerswoman,0,6,0,15,s t i e h u c o n r m a p l
biguttate,0,6,0,11,s a t i e n c o d l
antisyndicalist,0,6,0,12,s t i c a e h u p m o
assistful,0,6,0,12,s t i e o a r h y u n
snowk,0,6,0,11,a s e t o n d w y i
adnephrine,0,6,0,13,s a t n e r d l o i m c
moldableness,0,6,0,15,s e a l b n u o v i c p m y
indices,1,5,0,12,a s u e c p t m d i n
deconcatenate,1,4,0,12,s a t i e r n d l c o
colima,0,6,0,11,a s c o r n m b d e
pyralid,0,6,0,11,a t n l e i c s p o
apio,0,6,0,8,a l n r t s e
solely,1,5,0,11,a s e r t i l y u o
influxable,0,6,0,14,s a l i e n y o u r b m g
laceration,1,3,0,13,s a t i n l m p r c o e
unapart,0,6,0,10,a l r i o e s p c
capacity,0,6,0,11,a t i e r l o h y n
supercynical,1,5,0,17,s t e r i a l o c h u k n m p y
acuminose,1,4,0,14,s e a t l n r c o h i u m
underwent,0,6,0,13,s a e r t n u v d m i c
orangite,0,6,0,13,a t e c s r b p l n i d
prehensible,0,6,0,13,s e p r u t i n c a o d
anthelion,1,4,0,13,s a t i n o u e r h d l
deinotherium,1,4,0,15,s a e r o n i c t d l m h u
circumambulator,1,4,0,15,s a l t i n e r o c h u m b
serment,1,2,0,9,a s e r v n t m
malleoincudal,1,5,0,16,s a l e r n t d i g o c p m u
neckline,0,6,0,11,a s e r n d l t i m
securigera,0,6,0,13,s t e r a o i n d l c v
instantaneously,1,3,0,14,s t i e r a n c m l o y u
genys,0,6,0,9,a s u e r l t m
aggrievedly,0,6,0,14,s a t l e i n r y c b d m
coburghership,0,6,0,14,s i c o n r a t e l m u d
labioalveolar,0,6,0,14,s a l t n e r c b i d v m
sagaie,0,6,0,8,a n t r l c m
schistosoma,1,2,0,11,s o t m e i a h p c
overplay,0,6,0,11,a n l r t s c p b m
heterosporium,1,5,0,16,s t e r i n c a o d l p m h u
manumission,0,6,0,12,s i n t e a o g c d p
benn,0,6,0,9,a s e r n p t m
damlike,0,6,0,13,a l i n s t e k w m p c
conservatize,1,3,0,15,s t e r i a p c o n v d l z
amphipleura,0,6,0,14,s a l i e r t n c b p h d
multivorous,0,6,0,14,s a u r n l e i c t o p f
dulcet,0,6,0,9,a s e r n d o i
sanction,0,6,0,13,a n i g t o c p m r b h
unterrifiable,0,6,0,16,s a l e r i p c t u n b d v m
formerly,0,6,0,12,a s e r o t c i m y p
epirotulian,1,5,0,16,s a l n p h e r i o u m g c t
asymmetron,1,5,0,15,s t e i o n h u c a p m r y
emulgent,0,6,0,12,a s e r n t d l m i o
unfeatured,0,6,0,14,s a n e d l u t g r c v k
plantae,1,3,0,10,a n l t p b c d e
aseptify,0,6,0,14,a n t e s p b c d f i o u
hydrogenide,0,6,0,13,s a e r i t o n d p c u
