word,success,wrong_guesses,repeated_guesses,num_steps,guesses_seq
hypotonia,1,2,0,11,s a p h o n r t i y
homolysin,0,6,0,14,s e i a o n r m p l c h u
hurdis,0,6,0,11,a s u l r e c i t m
undermist,1,4,0,14,s e t r a o i n b c d u m
swainishness,0,6,0,13,s e i t h c u a n m p l
condiment,0,6,0,14,s a e r n t c i o b d v l
proctoparalysis,1,4,0,15,s p h e r a i t n l o u y c
kryokonite,0,6,0,13,s a e p i t c r o n m l
unpunishably,1,5,0,16,s e t c i p h a r l o u y n b
chamfer,0,6,0,12,a l r t c e h n p i k
periconchitis,1,0,0,11,s e r i t p n c o h
neopallium,1,5,0,15,s a n t e r l i c d o m p u
coenosarcous,1,3,0,12,s i o t n e c u h a r
populicide,0,6,0,12,s a e p i h r o l n t
sphingal,1,3,0,12,a n t l e s i p r h g
repugner,0,6,0,10,a s e r t l n c d
waterboard,0,6,0,12,s a t e r i o m c y p
pseudocumenyl,0,6,0,13,s t i e r n a d o g c h
retrace,1,0,0,6,a t r c e
condensation,1,2,0,12,s e i n t p c o g d a
backcourt,0,6,0,12,s a n l t r e c o p i
daff,0,6,0,8,a t n l r c b
banderole,0,6,0,13,s a n e r i o t g m d p
hawaiite,0,6,0,11,a t i e r l c m p n
polymerous,1,3,0,13,s u a o n r i m p l e y
stickadore,0,6,0,15,s t e i n l a m c r b p d h
cameography,1,5,0,16,s a l t r g p h i e o y n c m
unsacrificeable,1,4,0,16,s t e r a i n l c u b d v m f
lim,0,6,0,7,a u p e o s
dravya,0,6,0,9,a r t n m l c s
demosthenic,1,3,0,14,s t i e n r c d l a m h o
isoeugenol,0,6,0,13,s t i e r n a d c o l m
flourish,0,6,0,12,a s e i t h p o l b n
toxicological,0,6,0,10,s a l o n r u m p
cantabrian,1,4,0,12,s a n t l r c i e p b
woodbine,0,6,0,10,a s e i t n c r l
ossetine,1,3,0,10,a s t i n e u p o
kuruba,0,6,0,10,a s c p r o i u n
chlorine,1,4,0,13,a s e i t n c o h r y l
sabazianism,0,6,0,11,s e i n t o h u a c
doggone,0,6,0,8,a s e p c i r
exterraneous,1,5,0,15,s a c t e r n d l m p o u x
timberland,1,5,0,16,s a t r i n c e o d l p v m b
equational,0,6,0,14,s a n t i l o u p c m d b
scabriusculous,1,5,0,15,s t i e h u n l o c a r p b
noisomeness,0,6,0,11,s e i t p c u a m r
amueixa,0,6,0,10,a n l r t s m e d
wheen,0,6,0,9,a s e r n u p c
preacquit,0,6,0,10,s a n t m l c o h
reimposure,1,5,0,14,s i t p e h o c m u n l r
smelliness,1,2,0,9,s e n l i h t m
caber,0,6,0,10,a l n r t e g s p
civilizee,0,6,0,9,s a e m f p c o
royalism,0,6,0,12,a t n l e i s m p c d
pseudoaristocratic,1,1,0,13,s t i e r n a o c d u p
brawny,0,6,0,12,a r n i g u y w p e t
zoosis,0,6,0,10,a s i p m o c h r
degraded,0,6,0,11,a l r t n c e d p o
hydriote,0,6,0,11,a s e i n r t p c u
lockman,0,6,0,11,a n s m t e o r g b
darn,0,6,0,10,a t n i r b e p c
rejectingly,0,6,0,16,s a e r n l i y p d t g m c v
besottingly,0,6,0,15,s t i c n e a g r l y p m d
cocksurety,0,6,0,13,s t e i a o r n u l h m
handmaid,0,6,0,11,a l n g t s d i r c
culet,0,6,0,10,a s e r n d t u m
doormaking,0,6,0,15,s a t n i e g m d o l r b c
jugerum,0,6,0,9,a s e r i o n d
slunge,0,6,0,11,a s e t i o c u l d
unexplaining,0,6,0,13,s a t n e r i d o g l m
ornithogaea,1,5,0,15,s a p r e i n c t o m h l g
rebuffably,0,6,0,14,s a l e r o i d c b u f g
unsufficed,0,6,0,14,s t i n e r a c m u l d b
babuism,0,6,0,10,a l n t r c s i h
mnemonist,0,6,0,12,s e r t c a i g n d l
paver,0,6,0,11,a l n r t e g s p w
maimedness,0,6,0,13,s e r n d i l p c a t v
zonary,0,6,0,12,a t n l e s b r o y c
unbag,0,6,0,9,a l n r t c s m
incompensation,1,3,0,14,s t i n e a o r u l m p c
pavilion,0,6,0,13,a n r l i t c m p o b d
samson,0,6,0,10,a l n r t c s i u
blossomy,0,6,0,8,a s i c t p e
lenticulothalamic,1,3,0,15,s a l e r n i c o t h b u m
mayfowl,0,6,0,9,a l t r n u b p
superactive,1,5,0,16,s t i n e r a c h u l m d v p
solecistically,1,0,0,10,s t i a l y o c e
snivy,0,6,0,10,a s e t o i n p c
cobus,0,6,0,11,a s u c o p r m n g
triphylite,1,3,0,12,s a e p r o i h y t l
inclinatorium,1,5,0,16,s a t i n e o c l d r p v m u
wiglet,0,6,0,9,a s e r n d t p
overtness,1,5,0,13,s e r i h a o t n l m v
interrupted,0,6,0,14,s a e r o i n t d y m u c
curstful,0,6,0,12,a s t i e o u n l r q
hymenogeny,0,6,0,10,s a e r n t i g c
whipcord,0,6,0,12,a s e i n t c h o r y
gigi,0,6,0,8,a s e u o i t
lacing,1,3,0,10,a l n t c u e i g
plical,1,4,0,10,a n l e i c b u p
squabbed,0,6,0,10,a t n l r s e c i
phellogen,0,6,0,13,s a e r n p l i y o h m
potwaller,1,5,0,14,s a n t r c l p e i h o w
monophagism,0,6,0,15,s t e i a m o n r l u p h b
kawaka,0,6,0,8,a c r n m l b
disglorify,0,6,0,13,s t i e n a c o l d r p
polyclona,0,6,0,13,s a p i e o n r u l y b
capreolate,1,3,0,12,s a t e l c r b p d o
incurrent,1,2,0,10,s a e r c t u n i
delegalize,0,6,0,12,s a t n l e i r c d v
reboard,0,6,0,11,a t r e s o i y m c
refight,0,6,0,10,a s e r n l t d m
awakening,0,6,0,12,s a n t e i g l r c m
ineducable,0,6,0,15,s a l e p r n d i o u b m t
apoembryony,0,6,0,12,s a t l r i e n o d c
contrariwise,0,6,0,16,s e a t l n r i p c o d v m f
multinominal,0,6,0,14,s a l i c n t e p g o u r
shall,1,2,0,7,a s l t p h
superobstinate,1,3,0,15,s i c t e n r a o u l m p b
negrillo,0,6,0,13,a s e r i t n c o d l p
exaggerated,0,6,0,12,s a l n t i e r c d b
alcoholometrical,0,6,0,16,s a l e i o r n c m p t g d w
directional,1,4,0,15,s a l c i n t o d p v m r e
almemar,1,3,0,9,a n l o e t r m
loggia,0,6,0,9,a s c p r i m d
persistively,1,5,0,15,s i n c t a p o e r d l y v
unperilous,0,6,0,15,s u n o e l d b r t a g i c
iridectomy,0,6,0,13,s a e r o c t p n i l u
compassivity,0,6,0,13,s e i c o n t r a u l h
pettedness,1,3,0,10,s e r n d l a t p
heder,0,6,0,10,a s e r d c p t m
quinizarin,0,6,0,12,s a l r e i c n p u t
hemihedrally,0,6,0,14,s a l i o e r y t n d c v
settledly,1,5,0,12,s t e r n d i a o l y
dashedly,0,6,0,12,a n l e y r s m t p c
groset,0,6,0,11,a s e r c n d t i p
unsaintlike,0,6,0,15,s t e i p c a n r u v h l d
untransmissible,1,3,0,15,s t i e a c n o l h u r m b
anathematization,1,5,0,15,s a l n t i e r c h o m d z
benzamido,0,6,0,10,s a n t e l p r c
peonage,0,6,0,11,a t r l n p e d m c
thereamong,0,6,0,13,s a t i e r b h f l n c
underdot,1,4,0,12,a s e r i o n u t g d
intersociety,0,6,0,15,s t i e a o r h n y l m d p
infinitarily,1,5,0,14,s a t n e l i y r d g c f
scimitar,1,5,0,13,a n l r e s t i c d v m
torricellian,1,1,0,11,s a l c t i e r n o
mantissa,1,4,0,11,a r l n i c s t p m
winterfeed,0,6,0,11,s a e r p t d u c m
mercantile,1,5,0,15,s a n e t i d b c v p l r m
tup,0,6,0,8,a u n s m l b
xanthosiderite,0,6,0,17,s t i e a r o n c h p v m d b w
spasmatical,1,3,0,12,s t e i c o h a l m p
isocercy,0,6,0,13,a s i o n r e t m y l v
spotting,0,6,0,13,a s e i n t g h o l c m
dragging,1,4,0,11,a t l n c r e d i g
choriamb,1,5,0,14,a t r e c i n l o s b h m
deflagrate,0,6,0,13,s a n r t i e d l b p c
anchorwise,0,6,0,16,s e a n o t g r i d c h m l b
ophiolite,0,6,0,12,s a e i n t o r l u m
serventism,0,6,0,14,s e r t i h a c u o m n d
tunker,0,6,0,10,a s e r p t i o m
articulate,1,4,0,13,s a t i e n c o h r u l
penitencer,1,4,0,12,s a e r n t d g c p i
appercipient,0,6,0,14,s a t n c e l r o h i b m
itchproof,0,6,0,12,s a e c o r n u h p m
aptera,1,5,0,11,a n t i e r s c l p
cacodaemonial,0,6,0,14,s a l n t r c o m g i p u
intracity,0,6,0,12,s a n e i d g t r o h
tabet,0,6,0,9,a l n r t p c s
panting,0,6,0,11,a l n g i d k b c e
untrickable,1,3,0,15,s a l e b u n t i w c h r k
heinousness,0,6,0,13,s e n t i g a o p u m d
tamein,0,6,0,12,a l n r t e h d m o u
puzzlement,0,6,0,13,s a e r n t m c u l d b
countermanifesto,0,6,0,18,s t i e r a o n c u v d l m z g p
uniformity,0,6,0,14,s a e o n u t i r h y c d
angiomalacia,1,5,0,14,s a l n t e c i o r m d g
playground,0,6,0,15,s a t n i c e l g o d u r b
meatcutter,0,6,0,12,s a t i e r o h y u p
reascendant,1,2,0,11,s t i e r n a c g d
cogging,0,6,0,11,a s e u i n g p o b
guttering,1,5,0,13,s a e r i n g o l u m t
industrious,1,4,0,13,s t i n c a e o g d u r
unbalked,0,6,0,13,a t n l e d u c v p i g
uncuffed,0,6,0,11,a s e r n d i o u l
nonillionth,1,5,0,12,s a e c i n t o r h l
unhidable,0,6,0,14,s a l e b c r t u n i g f
macbeth,0,6,0,10,a l n t e i r g o
molassy,0,6,0,10,a t n l s p c i e
overchidden,1,5,0,15,s a e r o t l i n c d h m v
lyophilize,0,6,0,12,s a e p r o h i c t u
recreationist,1,2,0,12,s e t i n r a o d p c
needleful,0,6,0,11,s a e r n d l t m c
loiteringness,1,2,0,12,s e n d l i t r o a g
campmaster,1,3,0,12,s i e r a t l n m p c
reformingly,0,6,0,16,s a e r o m p i n t g l y c d
omnimodous,0,6,0,12,s u a o r n e t i c l
vaporiferous,0,6,0,16,s a l t n r e i o c p v u d z
subinform,0,6,0,14,s t e i n o a u r m l c d
tarsectomy,0,6,0,14,s t e i o r n u l m a p b
vacuity,0,6,0,12,a l n t e i r o u y g
thinglet,1,3,0,11,a s e r n t i g h l
unclotted,0,6,0,13,s a e r n d i t o u k g
doorweed,0,6,0,9,a s e r n p c t
unslumbrous,0,6,0,14,s e i t p c u n l r m o a
prefreshman,0,6,0,14,s e t r i p h o a l n d y
reassert,1,4,0,10,a t s c p i e n r
absenteeism,0,6,0,14,s e t p c i a h u o m n r
megalopic,0,6,0,15,s a n t l e i o c r m d p x
cocrucify,0,6,0,10,s a e c o h i n t
specialness,1,5,0,14,s e n r l t d a m c h i p
diphtheroid,0,6,0,13,s a e r i n c t o d l m
nonbodily,0,6,0,10,s a e c p i n o t
purplewort,0,6,0,13,s a e r i o p t h l n c
bequeathable,0,6,0,11,s a n r t l e d c m
mungy,0,6,0,10,a s e u n o i g r
scraggling,1,3,0,12,s t e i a n l g h c r
silicofluoric,0,6,0,14,s t e i n c o r l u p b g
marcella,1,4,0,11,a r i e s l c b p m
unnumerical,1,4,0,14,s a l c p i o t u n r m e
adenophyma,1,4,0,14,s a n e o r m d y u l p h
hypothesizer,0,6,0,15,s e t r p i c a u h n o v d
overpiteous,0,6,0,15,s a u o r e i n t m l v d h
bridewort,0,6,0,13,s a e r n o i t c p d u
guittonian,0,6,0,13,s a l n i c t p u e o q
propertied,1,3,0,11,s a e r o i n d p t
israeliteship,0,6,0,15,s t i n c a l o d e m p h u
babyfied,0,6,0,8,a n l t r c s
fratry,0,6,0,11,a r i e o t y p u c
nonthinker,0,6,0,14,s a e r o n i d t h g c v
classified,0,6,0,14,s e r c a n t i d h l v m
tornillo,1,4,0,11,a s e i c t r n o l
uncasketed,1,5,0,15,s t e r n a d u c h m p l k
melonlike,0,6,0,11,s a e r n t d i l c
frivolity,0,6,0,13,s a e c p i t o r l f j
morganatic,0,6,0,15,s a l t r i c m e o n d p b
octonarius,1,2,0,12,s u a t e c i r o m n
zaniah,0,6,0,9,a n c r t m s b
parapegma,0,6,0,10,s a l r m n t c b
dolichoprosopic,0,6,0,15,s e o n r u l i c h p m t b
pharynx,0,6,0,10,a l r e i o u h t
dosa,0,6,0,9,a p u s l c t m
hygrodeik,0,6,0,10,s a e r o c n p t
trigram,0,6,0,11,a n l r o t e i c s
helios,0,6,0,10,a s u i t c o p m
sesti,1,2,0,7,a s t i u e
suppositionally,0,6,0,16,s t i n e a l o y h c u r m b
clogmaker,0,6,0,12,s a l e t r i y o n u
gamogenetical,0,6,0,16,s a l n t i r c b p m e o v d
therapist,1,1,0,10,s e r o i p t h a
unannex,0,6,0,10,a l r n e s d t m
carboy,0,6,0,11,a l n r e i o c p t
satyagrahi,0,6,0,13,s t i e a l n r h p b c
underaverage,0,6,0,13,s a t l n r e d u c m b
xenopteri,0,6,0,14,s a e r n i t g o p m d c
bloodshedding,0,6,0,13,s t e r n a c d i p g u
academite,1,5,0,13,s a n l r m e i c d z t
apprehensibility,0,6,0,18,s t i e r h p o a n y d c l v m f
bombax,0,6,0,9,a n l r s t m i
feedy,0,6,0,10,a s e r t l d y w
sklate,0,6,0,10,a t e u p i c b r
ornithoptera,1,2,0,12,s a p r e i n c t o h
isagoge,0,6,0,9,a l r n s p t c
heterofermentative,0,6,0,16,s a t i e r o n v p m l d c g
unsleeved,1,3,0,11,s t e r n d u m l v
chevrotain,0,6,0,16,s a t n u p c o h e r i d g b
gasteromycete,0,6,0,16,s t i e r a o n m p b u y c h
hyperplasic,1,2,0,13,s e r i p h a n c o l y
greengrocery,0,6,0,11,s a e r o i n t m p
beshake,0,6,0,10,a t r l n s e p m
unguled,0,6,0,11,a s e r n d i o u m
aggregator,0,6,0,11,s a l t r e n c b m
persuaded,0,6,0,13,s e t r n i c a l d p h
cupola,0,6,0,10,a s c o h e t i r
roughness,0,6,0,13,s e a t p i c r o n u l
plemyrameter,0,6,0,13,s a t i o e r n p l d c
criminalness,0,6,0,15,s e a n t p c o h i l r d v
balanic,1,4,0,11,a t n c r l i p m b
burnishable,1,4,0,15,s e t c p i u n h o a l b r
unmindful,0,6,0,9,s a e c p i n g
sabino,0,6,0,10,a l n g e c s d t
underthane,1,3,0,12,s a t r n e i u g h d
olympicness,0,6,0,13,s e a u i t c p h m r d
catarrhal,0,6,0,12,s a n l t r m c i e d
wieldable,0,6,0,13,s a l i e b t p m d h r
outsuitor,1,4,0,11,s e a i c t r p u o
mohineyam,0,6,0,10,s a n e c t l r p
intervisit,0,6,0,13,s t e n a r i m d o l h
urotoxic,0,6,0,10,a s e i c o p n m
myelalgia,0,6,0,12,s a t l e i p c u m b
strophe,0,6,0,11,a s e t i r b c d f
ingraft,0,6,0,13,a t s p n e i g r c l u
misosophist,1,4,0,12,s t p h c u a i m e o
caumatic,1,5,0,12,a l r t i s n c b m u
unreckonable,1,5,0,16,s a l e n r t d c o h u b i k
epidermatous,1,4,0,16,s a t o u m p e h r i n v c d
shrimpfish,0,6,0,9,s e t a i c n o
keest,0,6,0,9,a s t u i r p c
eccrinology,0,6,0,12,s a e r o n l m t d u
unmiscible,1,4,0,14,s t e i m l b r p c a u n
unmoaned,0,6,0,11,a l r t n e s d i g
predestinationist,1,0,0,11,s e t i n p r a d o
cleavability,0,6,0,13,s a t i l e r o h u y n
earnings,0,6,0,13,a n o e t i g r l u h y
genal,0,6,0,9,a l s c r t u d
unjarring,0,6,0,13,s a n i g r u t c e d f
wottest,0,6,0,10,a s t p c u i e m
boryl,0,6,0,9,a s e u o r i d
rocklike,0,6,0,11,a s e i t n p c r v
fruitarianism,0,6,0,15,s e t i a p c u m l r n b o
guilelessness,0,6,0,11,s e p l m c t a u b
borstall,0,6,0,11,a t n l s y p c u m
hemitropic,1,4,0,14,s a e r o p t i n c d m h
trumph,1,5,0,12,a s e u n r m p h g t
mulattress,1,3,0,12,s e n r c t p a u m l
foamer,0,6,0,12,a r e s l p t m f b c
scientician,1,2,0,10,s t i n o a c u e
endophyllum,0,6,0,9,s a e r n t i g
shapeshifter,1,5,0,15,s t h o e i r a n l c m p f
nonbotanical,0,6,0,14,s a l t n e i o c g d f r
stenchful,0,6,0,11,s t e r n o i g a d
synentognathous,1,2,0,13,s e r n t i o u a h g y
branchiostoma,1,5,0,17,s e i a t r l n o g c h p m u b
correa,1,2,0,8,a s c o r i e
figshell,0,6,0,10,a s t e p i r n d
buffoonish,0,6,0,14,s e t i m h p n f u o q c
ooplast,0,6,0,11,a t s c u b f p h r
postfixial,0,6,0,14,s t i o a l p b r n h c d
impossibility,0,6,0,12,s i n c t e o a r l h
alalite,1,4,0,10,a n r t e s m l i
cozily,0,6,0,8,a s e u o n r
gitoxin,0,6,0,9,a s e u i n l p
organographic,1,4,0,14,s a n t p e o r h i c u g
suborganic,0,6,0,16,s t e i c o n u r a m l p b d
unattractableness,1,1,0,12,s e n i a l t r u b c
detrimentally,1,4,0,15,s a l i t e y n r c v d z m
betroth,0,6,0,10,a s e r i o d p n
chloralum,0,6,0,11,s a l i y e o p u n
neophilologist,1,5,0,16,s e t r l a i o n m u p h d g
tallote,0,6,0,11,a l i e c y o n r m
byrlawman,0,6,0,13,s a n r t c l p b e m o
ailanthic,1,2,0,10,s a n t i c r h l
prepatent,1,2,0,9,s a n t p e h r
accumulation,1,5,0,15,s a t i n r l c o h e u b m
cecidiology,0,6,0,11,s a e r n l i o m t
potamic,1,5,0,13,a t s l c r i o n p b m
unhesitatingly,0,6,0,17,s t i c n e a g r l y u d v k f
stolidity,1,5,0,13,s t i e a o r h n y l d
tenontomyoplasty,1,4,0,15,s t i e r a o n u l h m y p
sam,0,6,0,9,a l t r n m b h
animus,0,6,0,11,a l n e o i c s t d
cove,0,6,0,9,a s e p i u o m
sigmund,0,6,0,11,a s e i n t g o r l
sarmatier,1,5,0,13,s t i n a b c l r o e m
sardanapalus,0,6,0,9,s e i t h c u o
hyoid,0,6,0,8,a s e u o r l
faburden,0,6,0,11,a n r i e p t l c s
rerise,1,2,0,7,a s t e r i
nasoprognathic,1,2,0,14,s t i c e p h a r o n u g
retroreception,0,6,0,14,s a p o n e r h i t d l m
unoffendable,0,6,0,14,s a l e n t d i g o r u m
nonapparent,0,6,0,12,s a t l n r c i e b m
colalgia,0,6,0,12,a r s l e i p c o t d
oncosphere,0,6,0,13,s t e h p r i c a u m d
adiposuria,0,6,0,11,s e t i c n a o h m
musculofibrous,0,6,0,14,s e t p c a o r n u l m g
morglay,0,6,0,10,a n l r s e t c p
incompactly,1,4,0,15,s a t e i n o r u l y m c p
anastate,1,1,0,7,a t i e n s
upwind,0,6,0,10,a s e u n g t i l
unrebel,0,6,0,12,a s e r c n d l u t m
gam,0,6,0,9,a l t r n m b h
psychophysical,0,6,0,15,s t i n c o r a l u m p h e
fathomlessness,0,6,0,15,s e t o n m p c a i r h b d
bronchiectatic,0,6,0,13,s a l t e i c p u h m d
otiatrics,1,5,0,13,s a l c n t i r u p e o
litopterna,1,3,0,13,s a p h l e r i n c t o
witeless,0,6,0,12,a s e l o i t p m d h
ceratospongian,1,4,0,16,s t e r a n i h c u o d g m p
pungle,0,6,0,11,a s e u l n c d r b
osmetic,0,6,0,13,a s i n o t c e b d f g
undisintegrated,1,3,0,14,s t e n d r i a u p o c g
pronunciative,1,4,0,16,s a t i p o n c l d r e v g u
tartly,1,4,0,10,a l e y t n s c r
abatua,0,6,0,9,a n l t h r i c
playock,0,6,0,11,a l n t r c o h e i
adaw,0,6,0,8,a n r l s g t
unrightful,0,6,0,13,s a e o i n t h u l c d
overelegancy,0,6,0,14,s a l e t r n c o h i u k
beplaided,0,6,0,11,s a n t r l d p c u
denotement,0,6,0,11,s a e r n t d l i c
semipermanent,0,6,0,15,s t e n r a d l m i v c z g
diaphaneity,1,5,0,15,s a l t r n e i o h y p m d
tyronism,1,5,0,14,a s e i t h r o u c m n y
invulnerableness,0,6,0,16,s e n r i a t l g o d c u b q
glycolyl,0,6,0,8,a s e i o p n
metasedimentary,1,2,0,13,s t i e r a o n d c m y
wingseed,0,6,0,10,a s e d c l r p u
threnetical,1,3,0,13,s a l c p i o t e r n h
noncompetitively,1,5,0,17,s a e r n t i d o l y u m c v p
unimpressionability,1,3,0,18,s i n c t e a o r l h d u y m p b
ecorticate,1,4,0,12,s a t e l r i n d c o
waird,0,6,0,11,a l n r i e y d p c
angelocracy,1,5,0,15,s a n t g l e i y o r p u c
subregent,0,6,0,10,s t e m o i h c a
popshop,1,5,0,10,a s e i t m p h o
semisubterranean,0,6,0,16,s t i e r a l n h c u d m p o
mycophyte,1,4,0,13,s a e i p o h y l m t c
sturdiness,1,2,0,11,s e i t u n m l r d
liquorless,0,6,0,14,s e n r l u i t c o f d a
bowwort,0,6,0,8,a s e u i o n
oculinidae,0,6,0,12,s a l i n c t r b m p
backstone,0,6,0,14,s t e i o n r a d l c p m
omnipercipient,1,3,0,13,s a p e r i n t c u m o
bitterbark,0,6,0,12,s a t e r i o m y d c
incessably,1,1,0,11,s e c a t n l i y b
baloskion,0,6,0,13,s t e a n l i o m p c h
gummy,0,6,0,8,a s e u n r l
resinophore,0,6,0,13,s t e i n g a o r u l m
jinni,0,6,0,8,a s e u o i c
preseal,0,6,0,11,a n l s t m b o p h
cryptorrhetic,0,6,0,15,s a c o n r e i t y m d p v
dolorific,0,6,0,10,s a e c p i t o n
strumpet,1,5,0,13,a s e r i o n t y m p u
rebegin,0,6,0,10,a s e r n d l t m
trapping,0,6,0,13,a t r l n e c i g s b m
unwarpable,0,6,0,14,s a n l e t b u m g r i c
revolutionist,0,6,0,16,s e t i n r l o u a b c d f g
unconduciveness,1,3,0,13,s e n t i a g o c d u v
blunthearted,0,6,0,16,s a t i e r n p c d u h m b o
pelotherapy,1,5,0,15,s a t e r n l c p h o i u y
amiidae,0,6,0,8,a n l r t s c
sclerification,1,4,0,16,s t i n c o a h e r l d v m f
myoglobulin,0,6,0,10,s a e c i o n r p
fragmentize,0,6,0,12,s a t i n r c l d o p
interjacent,0,6,0,14,s a t e r p c u m i n d o
catoptrically,1,4,0,14,s a l i c e t o y n r u p
aphlebia,0,6,0,12,a n l i e t r c s b m
nonsaponifiable,0,6,0,16,s t i c n a l e r b m d p o v
caconym,0,6,0,11,a l n e i c t o g d
choletherapy,0,6,0,16,s a t e r l n c o b h m p i u
unlauded,0,6,0,11,a t n l r u s m b p
outraging,0,6,0,14,s a n t e i c g p u r q b
groaning,0,6,0,12,a t n e i s c p g r m
woodstone,0,6,0,12,s t e i o n r p u c m
unshapeliness,1,4,0,14,s e t r p c a n d l i u h
overboldly,0,6,0,12,s a e r o v u m b w n
entoptoscope,1,4,0,12,s e t i o n r m p h c
delft,0,6,0,9,a s e r n l o y
semioxidated,0,6,0,15,s t e a m i n r c d o l p g
hydrazide,0,6,0,9,s a n t r c l u
visitation,0,6,0,13,s t i n a o p m d h b r
trinucleate,0,6,0,14,s a t e i n g o d c h r k
polyphosphoric,1,4,0,14,s t e p h o n r i c u l y
ustilago,0,6,0,12,a t e i n c l s r b p
larithmics,0,6,0,15,s u e i c n a t r o h p m b
overeyebrowed,0,6,0,11,s a c e r o n l d t
nonparasitic,0,6,0,15,s e t i o l n c g a r d f m
ironsided,1,1,0,9,s t e r i o n d
autocratically,1,4,0,14,s a l t i e o n r y c p u
benzohydrol,0,6,0,12,s a e r i o n u l p m
tergiversant,0,6,0,15,s t i e r c h m u o a n v d
presbytia,0,6,0,13,s e p t i n c a h u o m
porencephalon,1,5,0,15,s a l i e n p h o t g d r c
mullerian,0,6,0,14,s a n i r e p c l g u q b
photoengraving,0,6,0,17,s a t i n e c g p h r l o b m d
recrescence,1,3,0,9,s e r n t d g c
copepoda,0,6,0,10,a s c i h r u o n
unphysicked,1,5,0,17,s e r n t o i c a d g h u k y p
progressive,0,6,0,12,s i n c p t a o r d l
unspayed,0,6,0,12,a l r t n e d i u b g
moxieberry,0,6,0,12,s a e r o u n i t m d
thoughtlessly,0,6,0,13,s e t i h o n r u c p a
abhorson,0,6,0,13,a n t r e i o l c s b j
antitype,0,6,0,13,a n e t y p b c d f g h
preadministrative,1,3,0,15,s t i n a r c l d o p m v e
griff,0,6,0,8,a s e u o i t
patination,1,1,0,8,s a t i n o p
nullibility,0,6,0,9,s a e c i t r o
burgall,0,6,0,9,a t r e c d n m
timekeepership,0,6,0,12,s t e i n c d a l r o
spinipetal,0,6,0,14,s t i e o r a n l c v d m
counterirritate,1,3,0,13,s a t i e c o n d l r u
xanthydrol,0,6,0,15,s a t e i o r n u l h y p c
reefer,0,6,0,9,a s e r l n d t
antitwilight,0,6,0,12,s a t i n c o l d r m
ostraciidae,1,4,0,14,s t e i a r l n c u p d o
brachyglossal,0,6,0,14,s e a t l n c o h i p y u
gozell,0,6,0,9,a s e r n l p c
molding,0,6,0,10,a s e u i n g p c
serosanguinolent,1,3,0,15,s t i c n e a r g o l h m u
pixilated,0,6,0,13,s a l t e n d c u p h r
greatish,0,6,0,14,a t e r i n c s h p u b o
duskiness,0,6,0,12,s e i n u t h m c p q
intrapsychical,1,3,0,15,s t e i a n l c h r u o p y
myrmicidae,0,6,0,12,s a l n r e i c p t u
tetraplous,1,4,0,14,s u a c r t l i e b o g p
unstateable,1,2,0,11,s t i e r n a l u b
unracked,1,5,0,14,a t n l r d u e m i c h k
jocund,0,6,0,10,a s e u n g i o h
fluoborid,0,6,0,9,s a e c p i o n
unforgiven,1,5,0,15,s a e r n i t g o c d u v f
